*,Activity,Transaction Type ,Submitted By,Submitted For,Submitter Role,Receiving Party,Submit Date,Facility Identifier Scheme,Facility Identifier,Transaction ID,OpeningBalance Date,OpeningBalance Amount,OpeningBalance Currency,OpeningBalance Base Ccy Equivalent,Utilized Amount,Unutilized Amount
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000283,N-2639,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000283,N-2640,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000284,N-2641,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000284,N-2642,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000284,N-2643,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000284,N-2644,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000284,N-2645,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000284,N-2646,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000284,N-2647,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000284,N-2648,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000284,N-2649,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000284,N-2650,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000284,N-2651,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000284,N-2652,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000284,N-2653,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000284,N-2654,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000284,N-2655,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000284,N-2656,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000284,N-2657,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000284,N-2658,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000284,N-2659,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000284,N-2660,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000285,N-2661,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000285,N-2662,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000285,N-2663,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000285,N-2664,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000285,N-2665,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000285,N-2666,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000285,N-2667,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000285,N-2668,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000285,N-2669,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000285,N-2670,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000285,N-2671,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000285,N-2672,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000285,N-2673,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000285,N-2674,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000285,N-2675,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000285,N-2676,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000285,N-2677,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000285,N-2678,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000285,N-2679,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000285,N-2680,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000286,N-2681,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000286,N-2682,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000286,N-2683,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000286,N-2684,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000286,N-2685,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000286,N-2686,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000286,N-2687,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000286,N-2688,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000286,N-2689,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000286,N-2690,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000286,N-2691,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000286,N-2692,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000286,N-2693,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000286,N-2694,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000286,N-2695,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000286,N-2696,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000286,N-2697,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000286,N-2698,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000286,N-2699,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000286,N-2700,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000287,N-2701,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000287,N-2702,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000287,N-2703,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000287,N-2704,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000287,N-2705,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000287,N-2706,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000287,N-2707,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000287,N-2708,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000287,N-2709,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000287,N-2710,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000287,N-2711,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000287,N-2712,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000287,N-2713,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000287,N-2714,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000287,N-2715,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000287,N-2716,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000287,N-2717,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000287,N-2718,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000287,N-2719,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000287,N-2720,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000288,N-2721,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000288,N-2722,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000288,N-2723,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000288,N-2724,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000288,N-2725,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000288,N-2726,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000288,N-2727,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000288,N-2728,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000288,N-2729,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000288,N-2730,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000288,N-2731,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000288,N-2732,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000288,N-2733,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000288,N-2734,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000288,N-2735,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000288,N-2736,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000288,N-2737,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000288,N-2738,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000288,N-2739,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000288,N-2740,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000289,N-2741,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000289,N-2742,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000289,N-2743,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000289,N-2744,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000289,N-2745,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000289,N-2746,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000289,N-2747,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000289,N-2748,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000289,N-2749,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000289,N-2750,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000289,N-2751,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000289,N-2752,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000289,N-2753,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000289,N-2754,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000289,N-2755,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000289,N-2756,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000289,N-2757,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000289,N-2758,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000289,N-2759,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000289,N-2760,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000290,N-2761,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000290,N-2762,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000290,N-2763,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000290,N-2764,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000290,N-2765,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000290,N-2766,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000290,N-2767,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000290,N-2768,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000290,N-2769,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000290,N-2770,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000290,N-2771,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000290,N-2772,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000290,N-2773,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000290,N-2774,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000290,N-2775,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000290,N-2776,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000290,N-2777,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000290,N-2778,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000290,N-2779,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000290,N-2780,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000291,N-2781,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000291,N-2782,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000291,N-2783,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000291,N-2784,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000291,N-2785,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000291,N-2786,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000291,N-2787,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000291,N-2788,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000291,N-2789,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000291,N-2790,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000291,N-2791,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000291,N-2792,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000291,N-2793,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000291,N-2794,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000291,N-2795,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000291,N-2796,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000291,N-2797,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000291,N-2798,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000291,N-2799,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000291,N-2800,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000292,N-2801,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000292,N-2802,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000292,N-2803,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000292,N-2804,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000292,N-2805,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000292,N-2806,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000292,N-2807,2017-02-20,100007,USD,100007,100007,0
